timestamp,consumption,temperature,humidity,occupancy,is_anomaly,anomaly_score,consumption_anomaly
2025-03-28 11:00:00,132.75204351722414,33.34585228252688,41.59013685852244,47,1,0.030087849335954098,0
2025-03-28 12:00:00,137.8967733861732,26.625501153093857,41.43780271217843,36,1,0.018683252271858852,0
2025-03-28 13:00:00,138.11532464484236,27.408199037336,54.99941009429416,29,1,0.02235435202433511,0
2025-03-28 14:00:00,135.3071301796733,31.98310546718484,53.47664766434845,21,1,0.03100292210445299,0
2025-03-28 15:00:00,137.6711620918957,26.135734231612517,42.39567573095256,40,1,0.030285791896681125,0
2025-03-28 16:00:00,139.34076235976147,31.137353947668256,48.29188333418753,36,1,0.02580600289316637,0
2025-03-28 17:00:00,145.29799631187737,27.50366839094157,35.22460290639283,41,1,0.04597176347873222,1
2025-03-28 18:00:00,135.01502468789013,26.029240173192107,36.0278697326566,19,1,0.04872162695374649,0
2025-03-28 19:00:00,133.46298053378823,26.498471482630148,34.829340127793564,3,1,0.017974187222450366,0
2025-03-28 20:00:00,129.62777042116917,22.309263095529,37.090148233712384,8,0,-0.0053207278247894285,0
2025-03-28 21:00:00,118.0598125708066,25.4748639848476,46.54241223574762,5,0,-0.09273386111684762,0
2025-03-28 22:00:00,125.04381152480434,25.967464446414603,40.68823813468277,3,0,-0.14506064981775568,0
2025-03-28 23:00:00,122.91167489410616,23.046414353829,58.61052474861411,1,0,-0.1644299809439112,0
2025-03-29 00:00:00,128.31621056242642,19.50698261489172,52.30035303173719,5,0,-0.16164332585148827,0
2025-03-29 01:00:00,117.1266142516152,18.22919050666963,58.01082568350065,1,0,-0.1321780257846611,0
2025-03-29 02:00:00,121.6488414333084,19.58901553861934,57.44970291400037,4,0,-0.14832971199123512,0
2025-03-29 03:00:00,121.94937606931522,21.167547719172283,63.14241606416187,5,0,-0.15615358641282606,0
2025-03-29 04:00:00,118.15660981190234,24.975443445775365,54.320254040151646,3,0,-0.14149236141536875,0
2025-03-29 05:00:00,131.45429693671463,26.314414416632417,66.89392595388847,2,0,-0.10703713682548449,0
2025-03-29 06:00:00,131.07337366241865,28.807954833347463,60.70469442795719,6,0,-0.164102645148682,0
2025-03-29 07:00:00,132.648813179875,24.3414754299462,65.70558881773438,1,0,-0.16432429180954322,0
2025-03-29 08:00:00,125.30946918657732,31.282674498629184,51.46243377096347,5,0,-0.15672410691608174,0
2025-03-29 09:00:00,137.79604407486107,30.62760796300361,57.97398384490729,3,0,-0.11326036462274214,0
2025-03-29 10:00:00,124.44555790666368,29.00558567676641,55.726193583908326,5,0,-0.1317970669797084,0
2025-03-29 11:00:00,134.7974032509823,27.534925530273902,49.492008126128006,3,0,-0.13930106908796958,0
2025-03-29 12:00:00,142.9522781290499,32.49828128338224,51.56559414873632,3,0,-0.12956898628040547,0
2025-03-29 13:00:00,126.91043615632752,29.314260691263332,55.10984378898237,3,0,-0.10733713699813913,0
2025-03-29 14:00:00,128.62332457261124,29.619220464201824,41.5192382051844,8,0,-0.15658913000602798,0
2025-03-29 15:00:00,131.28032934561878,30.00601926668873,47.73820396915922,6,0,-0.15109254763243812,0
2025-03-29 16:00:00,127.33902818997004,26.833856226281167,35.702630681423074,2,0,-0.14394434700968217,0
2025-03-29 17:00:00,120.9403362893291,27.36917224486185,50.88796471032161,2,0,-0.13365271187302702,0
2025-03-29 18:00:00,127.6565233730149,28.80170161590624,43.92300159218354,5,0,-0.12892419539547134,0
2025-03-29 19:00:00,120.42866429550902,27.61580644707976,48.96632839840217,5,0,-0.12840129939850997,0
2025-03-29 20:00:00,126.36796215317592,26.54621441339048,44.700048557624456,3,0,-0.12765222006019955,0
2025-03-29 21:00:00,117.5258137466724,21.51647482137004,44.88199807678133,8,0,-0.11079969693510372,0
2025-03-29 22:00:00,127.89077674672802,22.11502974956693,48.96466470242959,3,0,-0.1108305582111459,0
2025-03-29 23:00:00,114.17215261383964,20.51247425210491,46.72957223220393,8,0,-0.07350761123476907,0
2025-03-30 00:00:00,114.38969241897162,20.850357684549405,41.91083047220839,3,0,-0.1055084038364138,0
2025-03-30 01:00:00,122.15600516236915,21.97657790149831,54.82518718335917,1,0,-0.12384011256474975,0
2025-03-30 02:00:00,113.98678313947056,22.89904511251108,51.22248332700123,1,0,-0.09499666643700483,0
2025-03-30 03:00:00,123.26023459086208,28.75830223449076,51.56275823496846,4,0,-0.10769556932296942,0
2025-03-30 04:00:00,130.53571377141213,24.41838783971193,61.84171988003743,3,0,-0.14047518233642575,0
2025-03-30 05:00:00,117.7027666913334,25.27196811795012,58.26371588839221,6,0,-0.08219156670234157,0
2025-03-30 06:00:00,128.2368777916463,24.757568471193363,65.13852203302845,4,0,-0.10368419978122828,0
2025-03-30 07:00:00,129.9930674159019,24.85783875105461,55.71455441909533,5,0,-0.12999869201123526,0
2025-03-30 08:00:00,133.76552081943757,26.21961928341284,56.30610915527526,9,0,-0.13233239067503272,0
2025-03-30 09:00:00,124.59731896579017,27.80143147422631,62.82254794337244,3,0,-0.12039797954031789,0
2025-03-30 10:00:00,124.85253015520372,32.27940445176639,56.399213304988045,1,0,-0.12975224412290504,0
2025-03-30 11:00:00,134.47282561006546,29.99277642246182,45.20155024649451,9,0,-0.09871972835887721,0
