timestamp,consumption,temperature,humidity,occupancy,is_anomaly,original_value,hour,day_of_week,month,is_weekend,lag_1,lag_6,lag_12,lag_24,rolling_mean_24h,rolling_std_24h,anomaly_score
2025-03-28 11:00:00,132.75204351722414,33.34585228252688,41.59013685852244,47,1,132.75204351722414,11,4,3,0,0.0,0.0,0.0,0.0,132.75204351722414,0.0,0.13770487695912126
2025-03-28 12:00:00,137.8967733861732,26.625501153093857,41.43780271217843,36,1,137.8967733861732,12,4,3,0,132.75204351722414,0.0,0.0,0.0,135.32440845169867,3.6378733777068657,0.09697666986120534
2025-03-28 13:00:00,138.11532464484236,27.408199037336,54.99941009429416,29,1,138.11532464484236,13,4,3,0,137.8967733861732,0.0,0.0,0.0,136.25471384941324,3.0353691299683354,0.1178191999871887
2025-03-28 14:00:00,135.3071301796733,31.98310546718484,53.47664766434845,21,1,135.3071301796733,14,4,3,0,138.11532464484236,0.0,0.0,0.0,136.01781793197824,2.5232497312459192,0.1252047438177295
2025-03-28 15:00:00,137.6711620918957,26.135734231612517,42.39567573095256,40,1,137.6711620918957,15,4,3,0,135.3071301796733,0.0,0.0,0.0,136.34848676396172,2.306902964344421,0.13032888247497443
2025-03-28 16:00:00,139.34076235976147,31.137353947668256,48.29188333418753,36,1,139.34076235976147,16,4,3,0,137.6711620918957,0.0,0.0,0.0,136.8471993632617,2.397858746824751,0.1329221383231184
2025-03-28 17:00:00,145.29799631187737,27.50366839094157,35.22460290639283,41,1,145.29799631187737,17,4,3,0,139.34076235976147,132.75204351722414,0.0,0.0,138.05445607020678,3.8721725301632346,0.12279034492858021
2025-03-28 18:00:00,135.01502468789013,26.029240173192107,36.0278697326566,19,1,135.01502468789013,18,4,3,0,145.29799631187737,137.8967733861732,0.0,0.0,137.67452714741722,3.74252962307084,0.09419163519742746
2025-03-28 19:00:00,133.46298053378823,26.498471482630148,34.829340127793564,3,1,133.46298053378823,19,4,3,0,135.01502468789013,138.11532464484236,0.0,0.0,137.20657752368066,3.7718037641576796,0.09476466543117557
2025-03-28 20:00:00,129.62777042116917,22.309263095529,37.090148233712384,8,1,129.62777042116917,20,4,3,0,133.46298053378823,135.3071301796733,0.0,0.0,136.4486968134295,4.288311173279738,0.0563833632622871
2025-03-28 21:00:00,118.0598125708066,25.4748639848476,46.54241223574762,5,0,118.0598125708066,21,4,3,0,129.62777042116917,137.6711620918957,0.0,0.0,134.77698006410014,6.876892992977244,-0.054795960465422566
2025-03-28 22:00:00,125.04381152480434,25.967464446414603,40.68823813468277,3,0,125.04381152480434,22,4,3,0,118.0598125708066,139.34076235976147,0.0,0.0,133.9658826858255,7.1335098762390725,-0.1203213925685509
2025-03-28 23:00:00,122.91167489410616,23.046414353829,58.61052474861411,1,0,122.91167489410616,23,4,3,0,125.04381152480434,145.29799631187737,132.75204351722414,0.0,133.1155590095394,7.486390151429387,-0.14098849205452013
2025-03-29 00:00:00,128.31621056242642,19.50698261489172,52.30035303173719,5,0,128.31621056242642,0,5,3,1,122.91167489410616,135.01502468789013,137.8967733861732,0.0,132.7727484061742,7.306166668132622,-0.15190561951417442
2025-03-29 01:00:00,117.1266142516152,18.22919050666963,58.01082568350065,1,0,117.1266142516152,1,5,3,1,128.31621056242642,133.46298053378823,138.11532464484236,0.0,131.72967279587024,8.11709985604997,-0.09912866239846108
2025-03-29 02:00:00,121.6488414333084,19.58901553861934,57.44970291400037,4,0,121.6488414333084,2,5,3,1,117.1266142516152,129.62777042116917,135.3071301796733,0.0,131.09962083571014,8.23688474454428,-0.13811431697289162
2025-03-29 03:00:00,121.94937606931522,21.167547719172283,63.14241606416187,5,0,121.94937606931522,3,5,3,1,121.6488414333084,118.0598125708066,137.6711620918957,0.0,130.56137114356926,8.278344933016525,-0.12855699111687308
2025-03-29 04:00:00,118.15660981190234,24.975443445775365,54.320254040151646,3,0,118.15660981190234,4,5,3,1,121.94937606931522,125.04381152480434,139.34076235976147,0.0,129.8722177362544,8.54684405957227,-0.0933989506550536
2025-03-29 05:00:00,131.45429693671463,26.314414416632417,66.89392595388847,2,0,131.45429693671463,5,5,3,1,118.15660981190234,122.91167489410616,145.29799631187737,0.0,129.95548506259445,8.313965748895138,-0.1354495856809092
2025-03-29 06:00:00,131.07337366241865,28.807954833347463,60.70469442795719,6,0,131.07337366241865,6,5,3,1,131.45429693671463,128.31621056242642,135.01502468789013,0.0,130.01137949258566,8.096079843141641,-0.13594985594626907
2025-03-29 07:00:00,132.648813179875,24.3414754299462,65.70558881773438,1,0,132.648813179875,7,5,3,1,131.07337366241865,117.1266142516152,133.46298053378823,0.0,130.13697157293277,7.912042983247903,-0.14022508213073615
